Month,Conf1,Conf2,Conf3,Conf4
2020-03-01,0.9959529149999999,0.002808376,2.4222284e-10,2.9566908e-06
2020-04-01,0.99947065,0.0003289798,2.7288677999999997e-07,1.49658135e-07
2020-05-01,0.9893963,0.0087673675,5.405139750000001e-16,1.85766725e-05
2020-06-01,0.996659575,0.0019355998,2.1069313000000001e-07,9.760776e-06
2020-07-01,0.98157598,0.010190177,9.655466850000002e-07,0.00034413448499999997
2020-08-01,0.77704103,0.115628878,4.1020824e-05,0.024879901500000003
2020-09-01,0.9775715250000001,0.0143777805,5.0136135e-06,0.00010317752
2020-10-01,0.999998985,6.961387e-07,4.33051835e-15,6.8938903e-11
2020-11-01,0.99734482,0.0024095824500000003,3.2775537e-09,2.2974838e-06
2020-12-01,0.90866074,0.064732222,1.46145225e-09,4.1638203e-05
2021-01-01,0.882239435,0.07931068499999999,9.856529500000001e-11,0.00162398795
2021-02-01,0.91462031,0.071475495,1.3616515e-12,0.00037282045
2021-03-01,0.988955495,0.0101350675,9.306885e-09,0.000206225545
2021-04-01,0.54219555,0.2568682,2.65888625e-05,0.015422526499999999
2021-05-01,0.97833153,0.020481419,1.5765855e-07,4.81577465e-05
2021-06-01,0.99003142,0.0099684445,4.48574405e-11,1.311606e-06
2021-07-01,0.9996618,0.000216936375,4.236967e-12,2.17725985e-05
2021-09-01,0.55242208,0.0037354764,0.4101878,0.001107665
2021-10-01,0.8910786150000001,0.078653482,4.1318106000000003e-07,0.004115329649999999
2021-11-01,0.75626805,0.18285412,4.952286300000001e-10,0.007024975
2021-12-01,0.9986389,0.0006520874999999999,8.029847800000001e-13,1.05952395e-06
2022-01-01,0.99555387,0.0035711588499999997,3.92602265e-12,2.8130256500000002e-05
2022-02-01,0.9279564,0.066370803,4.49175365e-13,0.000217289525
2022-03-01,0.90440455,0.028643500000000002,1.32517585e-05,0.00146509545
2022-04-01,0.98348028,0.00765225665,4.24130105e-11,0.00027202964
2022-05-01,0.9837583,0.013511095,4.954390850000001e-10,0.0001082763
2022-06-01,0.986197725,0.0129985215,1.4397460999999998e-10,0.00020493065
2022-07-01,0.9989774,0.00082689657,1.1721163e-09,6.4784248e-06
2022-08-01,0.999839735,4.53427545e-05,2.8457100000000004e-14,3.799074e-05
2023-01-01,0.9969158,0.0015576557,3.7027456e-10,8.335095500000001e-07
2023-02-01,0.9981371800000001,0.00071277595,1.2564244000000001e-08,8.8546747e-05
2023-03-01,0.990499405,0.005765229849999999,8.513773999999999e-11,0.00012805454000000001
2023-04-01,0.39663000000000004,0.129406935,1.0768393999999999e-11,0.09131942500000001
2023-05-01,0.968986965,0.018198065,1.02215225e-05,0.0004367854
2023-06-01,0.985004125,0.0011732875,0.0036173007999999998,0.00049044235
2023-07-01,0.93959452,0.02589156,0.00284893965,0.0034802986
2023-08-01,0.9985462700000001,5.4083565e-05,0.0004512817,3.65440995e-07
2023-09-01,0.999887,1.51760995e-06,7.4254483e-05,5.5816268e-08
2023-10-01,0.99172752,1.3419429e-05,1.75639385e-06,0.007675196699999999
2023-11-01,0.9984782999999999,8.318088000000001e-05,0.000747529075,2.42681225e-07
2024-03-01,0.995296975,0.0012555008,3.7153202e-12,0.00082921185
2024-04-01,0.973928175,0.017173967499999998,1.6918769500000002e-11,9.1167667e-05
