Month,Conf1,Conf2,Conf3,Conf4
2020-03-01,0.14373978404924112,0.12518686671837695,0.023349849445930132,0.055746835966862536
2020-04-01,0.15833769215599158,0.05309807737952623,0.10195322740498924,0.10067597913643025
2020-05-01,0.22286645171472036,0.2112346714008492,0.0008446730029418604,0.07103238099514068
2020-06-01,0.25861578610051394,0.1703164113198721,0.13360811319813376,0.14480226700120996
2020-07-01,0.22174697185489456,0.14299048350875085,0.13970138827254266,0.05680385017900682
2020-08-01,0.32816341708908225,0.22010542458683988,0.06663954006739446,0.22288855632806756
2020-09-01,0.2818219227619392,0.25248337816549443,0.04773989700214851,0.08894246081499602
2020-10-01,0.16771460778720754,0.08281601006811463,0.127548297039283,0.04330389347185133
2020-11-01,0.22617398613244943,0.13603920490532226,0.07308345905566652,0.1419599160669278
2020-12-01,0.2942666911375404,0.2885537135917103,0.020381899683036726,0.07915105659495993
2021-01-01,0.3664998068219442,0.3390847889193778,0.014337205482475324,0.14412403576805982
2021-02-01,0.34864658756187256,0.33920989892898024,1.6401172758842567e-06,0.0637368629619528
2021-03-01,0.1675671725248569,0.15106165578161757,0.0016791570869491717,0.054854497031162235
2021-04-01,0.3335936348324294,0.29704100795829946,0.12613587507983584,0.15756616990108221
2021-05-01,0.2653300927601288,0.24832338494961417,0.02521522928114668,0.053861978050056755
2021-06-01,0.11929792198647216,0.10132587127142766,9.416663479140306e-05,0.05285034034072196
2021-07-01,0.1999332453785434,0.11672780480773545,0.027047066456370606,0.12255230060858958
2021-09-01,0.36839454606756983,0.023347640867237604,0.37444323327179246,0.022624222172837567
2021-10-01,0.30735433701851134,0.25183912524709445,0.04332907067446835,0.14053197920310254
2021-11-01,0.3847902757478266,0.3432595828094335,0.0004178888214711098,0.14169013949014286
2021-12-01,0.25474746778672464,0.16395439482140642,0.09810761573880103,0.16953134979173276
2022-01-01,0.21963759102233146,0.19166621146333832,5.5880803846108486e-05,0.10375876767598793
2022-02-01,0.3077216965879199,0.30059150219737796,6.469956814576248e-06,0.03457120563912009
2022-03-01,0.37461958417350555,0.2634061991558846,0.18523967846386238,0.24854775562905604
2022-04-01,0.31906015009424527,0.247816657982957,0.025009628300362397,0.1827458937888481
2022-05-01,0.2575927031359663,0.24726088583988884,0.0014010521725844993,0.06542489689633255
2022-06-01,0.29826062987392665,0.27276758120193406,0.0075710900858590845,0.12159672191739006
2022-07-01,0.13335644255352766,0.0660425988872053,0.09547603805965471,0.06732010349055965
2022-08-01,0.07244635565104585,0.014292649888255583,2.3660300503890035e-05,0.069563994575072
2023-01-01,0.16178543182018115,0.11388201515263306,0.01808674249071103,0.10983189700934083
2023-02-01,0.13616509910121677,0.032155559168444946,0.06758921101987539,0.1019145342743828
2023-03-01,0.26549309648825015,0.25018329155550234,0.0015675669875650923,0.09181536201553374
2023-04-01,0.3867362982479355,0.31923897560219755,4.4707895869203485e-06,0.30977331113990275
2023-05-01,0.3385278621503276,0.2203719540299302,0.24261207339060392,0.03523369472061075
2023-06-01,0.3424608759130351,0.11596861141258631,0.293226395002492,0.064754282264132
2023-07-01,0.25678297337111605,0.1635212002455999,0.1537553356229358,0.07035115287526544
2023-08-01,0.18843984278665085,0.09440432224533539,0.1575998341200286,0.012178669203323219
2023-09-01,0.26150018237529776,0.09187704361123039,0.18867881476470158,0.09812483599310326
2023-10-01,0.33585782249008744,0.01590204829457763,0.003374906496651258,0.3328746321451438
2023-11-01,0.15288837393053437,0.05517993379404246,0.10414527981452287,0.06616085963247886
2024-03-01,0.2365400232873775,0.12712932503913016,0.00015091890723807974,0.19910628647484174
2024-04-01,0.3123938828167699,0.2877584631237234,0.023752615481512397,0.14892574941959508
