date,cluster_1_mean_distance,cluster_2_mean_distance
2020-03-18,1994.2015163544859,1169.4331796454726
2020-03-19,2969.9431547151303,2317.3621343308887
2020-03-20,2628.064405830512,1999.602314589584
2020-03-21,1360.7034656357746,1204.6302828127027
2020-03-22,1801.6771507718256,1368.710753963608
2020-03-23,5385.707351658874,2802.8784369619684
2020-06-17,1916.229521784862,2168.170194798268
2020-06-18,1773.366421876033,1528.4345072494775
2020-06-19,1626.6224182572569,1660.019207769772
2020-06-20,1654.9207665991732,2952.7984195310764
2020-06-21,2626.8366094389594,2562.312609876992
2020-06-22,1222.1445043993092,911.6787057439186
2020-06-23,2101.248994892848,1127.8383296143581
2020-08-18,2682.0831193012827,1332.6769048411195
2020-08-19,2357.425583045345,1249.66292551997
2020-08-20,2037.3211376906586,1368.9859999884125
2020-08-21,1705.7017973051034,1190.1658280713555
2020-08-22,1814.6347697327017,1037.6784222781168
2020-09-17,2444.234093749215,962.9421402728551
2020-09-18,1753.5460325226318,1467.20783991644
2020-09-19,2374.9130355690313,2642.4046747660486
2020-09-20,2003.1999140916448,1740.2583178896143
2020-09-21,2397.283439364463,1033.852218648361
2020-09-22,1788.6752065308153,1184.5892405608379
2020-09-23,2026.0291122575632,997.3532717473241
2020-09-24,1466.4506690752594,1381.6884700975297
2020-10-18,2945.454905379073,4063.85679552662
2020-10-19,1908.927801010693,2233.752134431643
2020-10-20,3264.960177090628,2614.1671236272437
2020-10-21,1863.0908064470555,1263.538140199363
2020-10-22,2424.238278472647,1298.4617753937553
2020-10-23,1775.2220673003571,1254.0666413823437
2020-10-24,2033.5347002329952,1825.366870884784
2022-01-17,1596.3960001592748,2807.688057668563
2022-01-18,1868.8202905950607,1953.1835048612506
2022-01-19,2001.5852383904116,1607.520201673788
2022-01-20,2232.7400590952598,1893.2868124913248
2022-01-21,2117.1734456456243,1559.3202091510584
2022-01-22,1824.9049566822034,1123.6532588282703
2022-01-23,2897.8056633734686,1274.1664317801885
2022-03-18,2506.568847707494,2082.85712046044
2022-03-19,2126.1146865500305,952.9124024930248
2022-03-20,1872.4885648361985,1306.933518207033
2022-03-21,2024.7491762054722,1147.6778512056394
2022-03-22,1667.955605581555,1026.594918755336
2022-03-23,2215.1659165987344,2702.3915613474724
2022-04-18,1185.8525562958584,2295.225805528341
2022-04-19,3406.930700673623,4630.710006175303
2022-04-20,1965.0727664078358,1404.357053177612
2022-04-21,2662.397448427811,738.684996355583
2022-04-22,2659.432055477389,2002.6083976428574
2022-04-23,1735.554265800609,2683.309850082851
2022-05-18,2077.673618326954,1468.982986192062
2022-05-19,1676.0670138496835,2385.4082060886967
2022-05-20,9348.712622869456,5704.658978000943
2022-05-21,2689.5407805280593,5552.348008189138
2022-05-22,1758.51192175587,2134.741519326848
2022-05-23,1395.8624849738153,1507.9016090614014
2022-06-17,1670.4709329139325,1005.5300071964241
2022-06-19,3744.5192844339495,3034.3966875001843
2022-06-21,2108.549912889826,5500.015768495259
2022-06-23,1480.3718235907038,1513.2496620820073
2022-07-18,1409.2307851718479,2066.513117112979
2022-07-19,2172.164876483795,2612.622274577231
2022-07-20,2711.669750817348,1740.1673451655097
2022-07-21,1643.4430394022565,1821.628866641652
