date,cluster_1_mean_distance,cluster_2_mean_distance
2022-07-22,5123.7623352346145,6015.27665599915
2022-07-23,2699.8480189194484,1285.5422832976253
2022-08-17,8658.373882997912,2245.378992183195
2022-08-18,1477.1620327578041,2388.889478789065
2022-08-19,1542.510521657968,2066.1842313972656
2022-08-20,2365.9767450575628,1740.44739960832
2022-08-21,1748.675235806295,2724.8730216291738
2022-08-22,1735.3674886097317,1108.5972595202422
2022-08-23,1331.1239076734144,674.1966475180086
2023-01-20,1142.8965557227987,1107.8344753842655
2023-01-21,2365.53409410968,1203.0294991233698
2023-01-22,2715.099103763968,3484.978864576128
2023-02-18,1645.0700707867968,761.2373472606682
2023-02-19,2089.285150175603,1776.6931572719611
2023-03-19,2321.643466086718,1603.6181737508427
2023-03-20,5164.658239954746,2505.143893645636
2023-03-21,2632.7298984213735,1056.8530750742493
2023-04-18,2477.695116063446,1140.7399715567524
2023-04-19,2621.976261037238,2209.5137843976254
2023-05-18,3102.3603941269444,2905.617247940436
2023-05-19,1380.7977734601632,1138.141371357664
2023-05-20,1913.3704913942595,2129.4536506442473
2023-05-21,2601.964501667333,2196.304976938306
2023-05-22,3553.400146811421,2130.0722063863186
2023-05-23,2736.3121388470513,1870.6093143048206
2023-06-17,2040.4515948236888,1890.113621503656
2023-06-18,2269.744906338268,1604.3684842463451
2023-06-19,2503.884100893734,1381.1751550778552
2023-06-20,1885.4323825262907,1197.8883830946452
2023-06-21,3080.788468340798,1385.7405159558655
2023-06-22,2302.094634271944,1253.197145289714
2023-07-17,2271.9004835990463,2222.1264217725575
2023-07-18,2411.9403203076295,2301.0877037660566
2023-07-19,2370.2077766262414,1821.1778405403882
2023-07-20,2415.2377580786547,2447.1972735511254
2023-07-21,2694.5537978778443,1256.3039752813052
2023-07-22,1978.3977445156336,1918.6632953402168
2023-07-23,2874.5463894338563,2358.037536038604
2023-08-17,3251.1806768750853,1195.7011688171956
2023-08-18,2851.882532300735,2196.097269540443
2023-08-19,2776.3487233842097,2713.2220148423703
2023-08-20,2130.795256489318,1813.11577400962
2023-08-21,2357.352403841959,1822.3947222108104
2023-08-22,2122.1076516738713,1396.5881845552078
2023-08-23,2666.3163470513605,2768.778924204441
2024-03-17,2003.496325809772,2585.261037214733
2024-03-18,2337.46959902538,2578.5209505733446
2024-03-19,2363.4498586914674,1257.1287245477722
2024-03-20,2294.9025997951653,1740.7993421972737
2024-03-21,3803.048727058359,2341.2714972018534
2024-03-22,2617.2846942544084,1106.7276964402395
2024-03-23,2995.0915561372294,2416.7128683987407
2024-04-20,3736.9564301061055,2754.429036943757
2024-04-21,4109.533934704461,2301.2768924002507
2024-04-23,2081.8556856538717,1731.477955882963
