date,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_distance
2020-10-20,30514.432,-316.4788,-36183.77,375.27863,66701.79
2020-10-21,19164.053,-477.28336,-18229.225,454.00143,37404.87
2020-10-22,20866.34,1066.3855,-12386.794,-633.03424,33296.53
2020-10-23,18332.74,200.10432,-19272.873,-210.3661,37607.85
2020-10-24,20924.5,-1055.0497,-20510.148,1034.1567,41487.285
2022-01-17,-7555.062,-1801.6646,18723.418,4464.9927,27015.357
2022-01-18,-25236.896,-459.82736,25490.527,464.44815,50735.84
2022-01-19,-18659.514,-1081.9983,18659.51,1081.9988,37381.71
2022-01-20,-22161.139,314.7054,23768.693,-337.53326,45934.465
2022-01-21,22777.61,-225.46288,-22326.566,220.99763,45106.387
2022-01-22,-20976.879,-479.44257,22498.514,514.2199,43486.746
2022-01-23,20505.783,-2196.331,-18552.848,1987.1571,39282.035
2022-03-18,-13825.203,6335.3516,8473.513,-3882.955,24528.482
2022-03-19,12330.246,-241.15796,-17027.486,333.0274,29363.348
2022-03-20,-14734.974,54.350372,14299.455,-52.742973,29034.627
2022-03-21,13979.353,-2007.1809,-13431.146,1928.4674,27691.602
2022-03-22,12754.429,-577.91144,-10864.883,492.2942,23643.547
2022-03-23,-14487.085,1471.759,14632.684,-1486.5494,29269.652
2022-04-18,12668.931,-4748.0234,-11812.096,4426.8994,26143.832
2022-04-19,-20257.414,416.70377,25264.857,-519.7068,45531.902
2022-04-20,-16568.537,1370.97,16240.45,-1343.8213,32921.113
2022-04-21,19702.926,-1472.0004,-23363.568,1745.487,43186.51
2022-04-22,30623.322,590.9687,-30931.094,-596.90845,61565.875
2022-04-23,-7943.954,1385.522,18984.7,-3311.161,27335.162
2022-05-18,7409.6567,-7356.408,-7409.6543,7356.4067,20882.502
2022-05-19,-14523.801,3513.3381,11527.861,-2788.6135,26803.055
2022-05-20,-27475.217,-363.1553,62607.457,827.51416,90090.54
2022-05-21,-8973.968,-542.05066,56291.258,3400.1506,65384.176
2022-05-22,-15949.903,115.76896,16435.682,-119.29394,32386.44
2022-05-23,16232.96,-1461.0306,-14395.266,1295.6315,30752.031
2022-06-17,-17869.48,-293.45517,16494.904,270.8816,34369.016
2022-06-19,22927.645,-10232.128,-9364.814,4179.3193,35362.305
2022-06-21,-11438.839,-0.49919516,58954.008,2.565233,70392.84
2022-06-23,11320.746,9.259525,-10661.286,-8.720842,21982.04
2022-07-18,-11598.724,-417.39822,15065.006,542.13855,26680.99
2022-07-19,-11523.871,-1098.8344,15275.831,1456.5957,26921.262
2022-07-20,16986.514,-1535.1329,-14469.996,1307.7051,31584.707
2022-07-21,-11560.896,1388.5571,10355.498,-1243.7778,22073.91
2022-07-22,39970.6,-1389.4744,-34049.027,1183.6257,74064.336
2022-07-23,14842.187,1015.54395,-13838.363,-946.85895,28747.61
2022-08-17,77879.88,-3.9770875,-31810.096,1.624568,109689.98
2022-08-18,-8947.254,-314.774,18582.762,653.76373,27547.047
2022-08-19,23549.152,603.45233,-3675.302,-94.18094,27233.393
2022-08-20,-7134.8037,277.35156,16257.992,-631.99915,23410.467
2022-08-21,-6403.057,752.7752,20557.193,-2416.8044,27145.926
2022-08-22,-13266.228,1177.0874,12745.987,-1130.9275,26114.406
2022-08-23,18897.92,58.777992,-18523.703,-57.613525,37421.805
2023-01-20,16696.465,-307.38864,-16696.46,307.38867,33398.586
2023-01-21,13663.328,1078.3054,-12739.246,-1005.37506,26484.668
2023-01-22,-29173.107,2305.74,24355.525,-1924.9756,53695.562
2023-02-18,16405.283,-349.84528,-16405.28,349.84647,32818.023
2023-02-19,11591.449,-1015.1897,-10916.225,956.0529,22593.83
2023-03-19,19365.717,-1300.0917,-17346.545,1164.5377,36794.9
2023-03-20,37864.56,2806.384,-23955.137,-1775.4683,61989.258
2023-03-21,-21961.7,1439.1061,22405.377,-1468.1782,44462.23
2023-04-18,18851.018,-1916.1488,-18851.014,1916.1494,37896.3
2023-04-19,-11525.195,704.7177,16757.494,-1024.6536,28335.512
2023-05-18,-16412.877,1453.3085,18508.139,-1638.8363,35057.65
2023-05-19,15096.545,392.09613,-15096.553,-392.096,30203.281
2023-05-20,-12952.525,2384.3113,12696.042,-2337.0964,26079.506
2023-05-21,13011.754,-4085.4878,-9135.912,2868.5337,23213.734
2023-05-22,24407.834,-1978.24,-8354.36,677.1156,32869.63
2023-05-23,-9760.148,2696.7754,14338.981,-3961.9282,25002.127
2023-06-17,-10657.922,1720.9315,11662.334,-1883.1133,22609.355
2023-06-18,7411.6055,2232.067,-9529.208,-2869.8,17692.377
2023-06-19,11180.344,-426.30933,-6153.5215,234.63501,17346.46
2023-06-20,-8573.192,3555.6912,5775.245,-2395.256,15533.559
2023-06-21,-4780.827,-451.95065,27631.572,2612.1145,32556.904
2023-06-22,-9510.493,3059.0635,12736.276,-4096.6416,23369.271
2023-07-17,13528.822,-3591.058,-12363.663,3281.7798,26789.113
2023-07-18,14439.265,-5840.6655,-7605.4175,3076.382,23779.86
2023-07-19,-8364.046,631.98206,14551.147,-1099.4751,22980.514
2023-07-20,13165.564,-1878.6005,-13566.545,1935.8182,27002.879
2023-07-21,-12630.72,6123.5986,9724.533,-4714.6284,24844.004
2023-07-22,-8127.33,3739.4375,7502.151,-3451.788,17204.486
2023-07-23,-5498.5366,-2172.1528,20684.97,8171.4233,28152.543
2023-08-17,-5938.9697,304.12933,27520.02,-1409.2764,33502.832
2023-08-18,-6095.895,-959.6415,21931.203,3452.5054,28372.262
2023-08-19,-6327.088,-3143.139,20313.285,10091.136,29746.521
2023-08-20,-12415.474,-1010.0563,6254.4097,508.82556,18731.564
2023-08-21,13990.714,-372.8763,-10235.629,272.79767,24234.945
2023-08-22,12482.895,-2769.6653,-8065.0786,1789.4551,21047.678
2023-08-23,-6126.5376,61.68984,25699.633,-258.77252,31827.783
2024-03-17,-17473.338,-3179.3333,17648.94,3211.286,35698.94
2024-03-18,-25506.807,1416.4905,23310.055,-1294.4952,48892.08
2024-03-19,17428.006,-2229.3909,-17428.008,2229.3901,35140.043
2024-03-20,22386.33,322.62592,-21724.666,-313.08978,44115.58
2024-03-21,21002.375,-2575.335,-15053.202,1845.8398,36325.633
2024-03-22,22094.701,859.3705,-20395.11,-793.265,42521.94
2024-03-23,22632.98,-2441.5322,-19870.268,2143.5044,42749.84
2024-04-20,26463.102,-3269.728,-23000.643,2841.9104,49839.883
2024-04-21,-14814.385,8542.431,16048.912,-9254.299,35626.77
2024-04-23,19092.283,-407.01477,-20477.21,436.53818,39578.484
