date,cluster_1_mean_distance,cluster_2_mean_distance
2020-03-18,2432.2829022855108,1496.1740631969844
2020-03-19,6161.880920466062,2974.721018228284
2020-03-20,2545.034697899037,2590.393381876755
2020-03-21,2022.0178370603185,1589.984805358999
2020-03-22,3130.7415215672454,1762.8510159011348
2020-03-23,7374.66361386888,3597.716544942243
2020-06-18,2797.6981849503777,1936.846183527114
2020-06-19,2051.951224496214,2186.326572332821
2020-06-20,2369.529960974209,3824.993953291078
2020-06-21,2694.102342418616,3321.6405709903174
2020-06-22,1883.8165208357343,1103.0721082421182
2020-06-23,2285.9332401346132,1470.7857704306814
2020-08-17,2595.967340438498,2977.3144294036247
2020-08-18,2753.1067540504655,1763.5459637867864
2020-08-19,2099.0509770397803,1632.8477655881848
2020-08-20,3113.2776837744304,1772.0641561677812
2020-08-21,2313.4674597674643,1514.173497246538
2020-08-22,1698.2113050169705,1338.166187898759
2020-09-18,1834.1195251044048,1893.8794165936918
2020-09-19,2890.7622183243266,3398.4364578626096
2020-09-20,3004.2440101226466,2138.766735161529
2020-09-21,3302.4488047467894,1275.7509924131762
2020-09-22,2551.283138801827,1558.2073577599053
2020-09-23,2179.959352894101,1302.4909088071622
2020-10-18,4255.097449860791,5163.0209370463945
2020-10-19,3200.926004828151,2845.6025707561857
2020-10-20,4867.841345471988,3339.4022950876674
2020-10-21,2116.289226804019,1592.0706513313105
2020-10-22,3331.9058613447937,1636.7318745339742
2020-10-23,2639.114732406692,1664.8841090248684
2020-10-24,3166.2331107675636,2269.6991943857884
2022-01-18,2184.4851521263195,2415.968377038313
2022-01-19,2455.7156012303763,2042.4500878200065
2022-01-20,2116.759398420185,2325.795824115835
2022-01-21,2701.1266411988504,2026.981350371652
2022-01-22,2590.4527832197678,1498.485852854456
2022-01-23,2710.4705957597353,1671.0260011391226
2022-03-18,3383.179469734652,2737.932105852477
2022-03-19,2306.6677958084024,1281.6707024879129
2022-03-20,2474.8326896991894,1729.6708057928204
2022-03-21,2261.276961853627,1510.967264201984
2022-03-22,2449.740093211978,1311.10203850732
2022-03-23,2623.773664021751,3433.960039710922
2022-04-18,1966.7061968316957,2783.1409671492024
2022-04-19,5419.339575980466,5903.53975648017
2022-04-20,2859.023468740776,1810.1992393459934
2022-04-21,2097.469467745341,982.0629831945761
2022-04-22,3606.502699106647,2545.807407112292
2022-04-23,2585.5135514481835,3346.4922886967465
2022-05-19,2533.3963207265415,2986.1952182500436
2022-05-20,7874.7114187346215,7347.084123364644
2022-05-21,3838.491714261519,7122.688250408359
2022-05-22,2166.8048541144112,2748.5742829430214
2022-05-23,1901.2980341873729,1915.8688583393077
2022-06-18,4074.074942672395,5562.726677773679
2022-06-19,3672.5901727669343,3915.617818629684
2022-06-20,2905.334831599602,2472.5085439955856
2022-06-21,3101.94844767929,7281.019734481471
2022-06-22,1995.2474663708788,2516.296160462532
2022-06-23,2591.8615268987587,1761.102564710145
2022-07-18,2301.4196304323327,2780.5422804037526
2022-07-19,2855.0102820087614,3309.256632955572
2022-07-20,3777.4806971226353,2278.543184953869
2022-07-21,1879.68632490733,2403.7634368872646
2022-07-22,3489.8907425559987,7896.093531127452
2022-07-23,3055.129430367601,1573.8184050802374
2022-08-16,1988.699260170054,2605.3630424639714
2022-08-17,7558.855701749259,2774.326334981763
2022-08-18,1984.964888339874,3075.4057861402844
2022-08-19,1836.4557550777358,2635.1347702049397
2022-08-20,1929.675143466866,1946.731414002714
2022-08-21,1368.8728930469922,3274.2314746821467
2022-08-22,2076.172394187916,1325.1655322831377
