date,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_distance
2022-04-22,30892.041,695.92377,-20381.057,-459.13596,51286.11
2022-04-23,-10402.1045,1070.6788,26748.273,-2753.175,37346.652
2022-05-19,-19661.557,-5780.308,14984.357,4405.257,36112.117
2022-05-20,-36510.793,240.96121,60206.543,-397.3475,96719.445
2022-05-21,-17521.139,-2675.9539,51869.504,7921.873,70195.266
2022-05-22,17268.758,-20.540861,-21106.262,25.104364,38375.047
2022-05-23,-18542.715,-902.74164,16945.734,824.9939,35530.48
2022-06-18,52979.934,-284.2291,-17659.982,94.73974,70640.93
2022-06-19,-7087.159,8615.105,20171.145,-24519.908,42906.227
2022-06-20,-23915.777,41.256866,19370.7,-33.417294,43286.543
2022-06-21,-16046.422,134.9655,75647.41,-636.2454,91697.07
2022-06-22,-13423.493,1625.4554,16241.6875,-1966.7122,29881.877
2022-06-23,18265.736,-114.6297,-15559.697,97.64684,33826.1
2022-07-18,-17013.354,2024.2551,20794.11,-2474.0884,38074.13
2022-07-19,21050.352,-5750.7646,-16539.564,4518.461,38967.406
2022-07-20,-15054.684,2433.4016,25091.135,-4055.6692,40666.88
2022-07-21,-13528.656,46.462166,17933.33,-61.591373,31462.172
2022-07-22,-34429.33,-912.4306,70698.375,1873.617,105164.62
2022-07-23,20384.178,-2208.0703,-18628.611,2017.9011,39241.004
2022-08-16,15361.2,-1522.1655,-19550.617,1937.3021,35082.8
2022-08-17,-15175.839,749.145,122786.33,-6061.2866,138130.16
2022-08-18,-13587.921,22.106153,24687.92,-40.168316,38275.89
2022-08-19,-13693.546,-4583.284,16906.555,5658.688,32268.625
2022-08-20,-10206.233,-20.650278,14687.023,29.716774,24893.31
2022-08-21,25792.092,-3742.1016,-9180.237,1331.9332,35338.5
2022-08-22,-11051.629,1068.1243,11051.632,-1068.1251,22206.254
2022-08-23,18351.422,901.3533,-18351.422,-901.35474,36747.09
2023-01-17,18255.387,-283.86755,-19776.672,307.52136,38036.656
2023-01-18,19789.805,1080.0261,-16028.851,-874.77094,35871.957
2023-01-19,20163.562,-6538.98,-16331.577,5296.277,38366.242
2023-01-20,-22221.059,-256.4582,23832.953,275.06088,46057.08
2023-01-21,16943.324,-2384.4944,-16774.73,2360.7686,34050.33
2023-01-22,-38773.63,6361.8203,30157.271,-4948.0835,69852.58
2023-01-23,21708.262,-452.94452,-26002.195,542.53784,47720.84
2023-01-24,23006.91,-1957.5066,-19598.477,1667.5061,42759.324
2023-02-18,19370.334,-403.2844,-20160.951,419.74606,39539.85
2023-02-19,24706.184,-938.72864,-27034.512,1027.1958,51778.03
2023-02-20,19585.03,-157.42473,-21217.113,170.54338,40803.457
2023-02-21,18437.666,-503.43542,-21213.227,579.22314,39665.668
2023-02-22,-15692.526,151.16318,42971.117,-413.92523,58666.363
2023-02-23,23585.1,-964.4817,-33246.48,1359.5721,56879.08
2023-03-19,18817.59,-1228.5046,-19981.557,1304.495,38881.746
2023-03-20,39542.074,2841.1802,-26915.188,-1933.9135,66628.59
2023-03-21,21517.559,801.0193,-22848.54,-850.5678,44396.83
2023-03-22,-21589.967,2084.3647,14393.31,-1389.5779,36150.582
2023-03-23,18772.396,-6169.03,-18400.67,6046.8706,39128.83
2023-03-24,12218.107,986.85236,-26879.832,-2171.075,39225.26
2023-03-25,20883.678,-1729.6699,-21093.57,1747.0544,42120.98
2023-04-19,-20103.27,1302.5892,17649.348,-1143.5894,37831.785
2023-04-21,17377.6,1087.0388,-17728.658,-1108.9987,35174.875
2023-04-23,20618.74,-565.5142,-18284.541,501.49506,38917.914
2023-04-25,19612.906,-1273.4401,-17745.016,1152.1595,37436.586
2023-04-27,-19238.652,-1728.2635,24485.559,2199.609,43900.28
2023-05-18,31983.033,-4792.649,-18783.695,2814.731,51333.543
2023-05-19,-24049.084,-560.8587,23572.875,549.753,47634.91
2023-05-20,-19746.354,-3222.8965,20552.326,3354.443,40831.914
2023-05-21,-13292.954,1354.3752,26093.566,-2658.5881,39590.426
2023-05-22,-8227.381,838.1051,49508.617,-5043.3403,58034.793
2023-05-23,21355.373,-5811.931,-11248.248,3061.2463,33789.49
2023-06-19,9249.039,241.93257,-11535.313,-301.73782,20791.46
2023-06-20,-12574.491,475.19202,14910.735,-563.48004,27504.846
2023-06-21,-7677.419,1099.9005,25702.664,-3682.278,33720.902
2023-06-22,-10116.409,1124.8073,21746.297,-2417.8938,32059.053
2023-07-18,26271.162,2846.8237,-7627.113,-826.4967,34096.72
2023-07-19,-14179.779,-52.881687,15056.874,56.15399,29236.855
2023-07-20,16863.773,-458.13013,-14365.437,390.2597,31240.732
2023-07-21,13868.967,-1691.4984,-13459.044,1641.502,27530.512
2023-07-22,-6459.3853,-1982.4081,27095.867,8315.819,35099.98
2023-07-23,25010.479,-5148.6396,-10465.375,2154.394,36219.75
2023-08-19,17167.592,1634.1716,-15689.046,-1493.4309,33005.156
2023-08-20,14851.951,-3864.4343,-5775.7583,1502.8354,21314.549
2023-08-21,16341.223,-610.63385,-15084.204,563.662,31447.357
2023-08-22,18221.709,-114.01916,-15679.1455,98.11014,33901.52
2023-08-23,-8439.256,659.9204,29920.998,-2339.7195,38477.355
2024-03-18,25303.965,2828.9695,-20495.076,-2291.3372,46084.375
2024-03-19,18321.328,1003.33514,-18139.025,-993.35175,36514.984
2024-03-20,-25741.346,-594.72284,25231.605,582.9453,50986.56
2024-03-21,-4865.7666,-1580.4489,97571.43,31692.184,107705.37
2024-03-22,-27453.814,1112.6746,25854.56,-1047.8595,53352.137
2024-03-23,-13827.789,1713.2256,29049.074,-3599.1018,43204.7
2024-04-20,-17062.143,3858.8394,27255.113,-6164.121,45436.54
2024-04-21,22752.277,-5231.5405,-21002.105,4829.113,44896.133
2024-04-23,-13420.147,-851.70325,18532.588,1176.1621,32017.018
